player_name,player_name_clean,draft_year,college_season,position,position_group,school,countable_plays,avg_ppa_all,total_ppa_all,total_ppa_pass,total_ppa_rush,career_avg_ppa,career_total_ppa,ppa_per_play,pass_ppa_share,rush_ppa_share
Aaron Murray,aaron murray,2014,2013,QB,QB,georgia,352.0,0.336,118.289,107.423,10.866,0.336,118.289,0.3360482954545454,0.9081402328196198,0.0918597671803802
Aj Mccarron,aj mccarron,2014,2013,QB,QB,alabama,320.0,0.295,94.326,88.052,6.274,0.295,94.326,0.2947687499999999,0.9334859953777328,0.0665140046222674
Alfred Blue,alfred blue,2014,2013,RB,RB,lsu,75.0,0.038,2.884,6.479,-3.595,0.038,2.884,0.0384533333333333,1.0,0.0
Allen Robinson,allen robinson,2014,2013,WR,WR,penn state,99.0,0.996,98.584,95.57,3.014,0.996,98.584,0.9957979797979798,0.9694270875598472,0.0305729124401525
Andre Williams,andre williams,2014,2013,RB,RB,boston college,323.0,-0.014,-4.485,0.0,-4.485,-0.014,-4.485,-0.0138854489164086,-0.0,1.0
Arthur Lynch,arthur lynch,2014,2013,TE,TE,georgia,28.0,1.144,32.036,32.036,0.0,1.144,32.036,1.1441428571428571,1.0,0.0
Austin Seferian-Jenkins,austin seferianjenkins,2014,2013,TE,TE,washington,26.0,1.297,33.716,33.716,0.0,1.297,33.716,1.296769230769231,1.0,0.0
Blake Bortles,blake bortles,2014,2013,QB,QB,ucf,406.0,0.387,157.155,125.959,31.196,0.387,157.155,0.3870812807881773,0.8014953389965321,0.1985046610034679
Brandin Cooks,brandin cooks,2014,2013,WR,WR,oregon state,142.0,0.799,113.529,108.397,5.132,0.799,113.529,0.7995,0.9547956909688274,0.0452043090311726
C.J. Fiedorowicz,cj fiedorowicz,2014,2013,TE,TE,iowa,25.0,0.994,24.857,24.857,0.0,0.994,24.857,0.99428,1.0,0.0
Carlos Hyde,carlos hyde,2014,2013,RB,RB,ohio state,207.0,0.306,63.25,5.726,57.524,0.306,63.25,0.3055555555555556,0.0905296442687747,0.9094703557312254
Cody Latimer,cody latimer,2014,2013,WR,WR,indiana,65.0,1.125,73.117,73.117,0.0,1.125,73.117,1.124876923076923,1.0,0.0
Crockett Gillmore,crockett gillmore,2014,2013,TE,TE,colorado state,53.0,0.666,35.305,35.305,0.0,0.666,35.305,0.6661320754716981,1.0,0.0
Davante Adams,davante adams,2014,2013,WR,WR,fresno state,106.0,0.855,90.665,90.665,0.0,0.855,90.665,0.8553301886792454,1.0,0.0
De'Anthony Thomas,deanthony thomas,2014,2013,RB,RB,oregon,109.0,0.278,30.262,20.584,9.677,0.278,30.262,0.2776330275229358,0.6801929812966757,0.3197739739607428
Derek Carr,derek carr,2014,2013,QB,QB,fresno state,602.0,0.283,170.323,158.911,11.412,0.283,170.323,0.2829285714285714,0.932997892240038,0.0670021077599619
Devin Street,devin street,2014,2013,WR,WR,pittsburgh,54.0,0.916,49.439,51.122,-1.683,0.916,49.439,0.915537037037037,1.0,0.0
Devonta Freeman,devonta freeman,2014,2013,RB,RB,florida state,178.0,0.193,34.382,21.812,12.569,0.193,34.382,0.1931573033707865,0.6344017218311908,0.3655691931824792
Donte Moncrief,donte moncrief,2014,2013,WR,WR,ole miss,57.0,1.01,57.562,57.562,0.0,1.01,57.562,1.009859649122807,1.0,0.0
Dri Archer,dri archer,2014,2013,RB,RB,kent state,82.0,0.117,9.624,5.565,4.059,0.117,9.624,0.1173658536585365,0.5782418952618454,0.4217581047381546
Eric Ebron,eric ebron,2014,2013,TE,TE,north carolina,66.0,1.115,73.588,72.241,1.347,1.115,73.588,1.114969696969697,0.9816953851171388,0.0183046148828613
Jace Amaro,jace amaro,2014,2013,TE,TE,texas tech,101.0,1.023,103.296,103.296,0.0,1.023,103.296,1.0227326732673268,1.0,0.0
James White,james white,2014,2013,RB,RB,wisconsin,240.0,0.187,44.825,19.12,25.705,0.187,44.825,0.1867708333333333,0.4265476854433909,0.5734523145566089
Jarvis Landry,jarvis landry,2014,2013,WR,WR,lsu,74.0,1.287,95.23,95.23,0.0,1.287,95.23,1.286891891891892,1.0,0.0
Jeremy Gallon,jeremy gallon,2014,2013,WR,WR,michigan,87.0,1.068,92.933,94.315,-1.382,1.068,92.933,1.068195402298851,1.0,0.0
Jeremy Hill,jeremy hill,2014,2013,RB,RB,lsu,203.0,0.167,33.954,11.581,22.373,0.167,33.954,0.1672610837438423,0.3410791070271544,0.6589208929728456
Johnny Manziel,johnny manziel,2014,2013,QB,QB,texas aandm,496.0,0.359,178.26,130.085,48.175,0.359,178.26,0.3593951612903225,0.7297486817008865,0.2702513182991136
Jordan Matthews,jordan matthews,2014,2013,WR,WR,vanderbilt,121.0,0.772,93.365,90.882,2.483,0.772,93.365,0.7716115702479338,0.9734054517217374,0.0265945482782627
Josh Huff,josh huff,2014,2013,WR,WR,oregon,56.0,1.094,61.251,59.275,1.976,1.094,61.251,1.093767857142857,0.967739302215474,0.0322606977845259
Ka'Deem Carey,kadeem carey,2014,2013,RB,RB,arizona,356.0,0.117,41.558,12.018,29.541,0.117,41.558,0.1167359550561797,0.2891861976033495,0.7108378651523173
Keith Wenning,keith wenning,2014,2013,QB,QB,ball state,489.0,0.325,158.85,153.717,5.133,0.325,158.85,0.3248466257668712,0.9676864966949954,0.0323135033050047
Kelvin Benjamin,kelvin benjamin,2014,2013,WR,WR,florida state,42.0,1.45,60.895,60.895,0.0,1.45,60.895,1.4498809523809524,1.0,0.0
Kevin Norwood,kevin norwood,2014,2013,WR,WR,alabama,31.0,1.372,42.531,42.531,0.0,1.372,42.531,1.371967741935484,1.0,0.0
Logan Thomas,logan thomas,2014,2013,QB,QB,virginia tech,483.0,0.231,111.505,114.49,-2.985,0.231,111.505,0.2308592132505176,1.0,0.0
Marqise Lee,marqise lee,2014,2013,WR,WR,usc,57.0,0.864,49.222,49.91,-0.688,0.864,49.222,0.8635438596491228,1.0,0.0
Martavis Bryant,martavis bryant,2014,2013,WR,WR,clemson,36.0,1.446,52.053,52.053,0.0,1.446,52.053,1.4459166666666663,1.0,0.0
Mike Evans,mike evans,2014,2013,WR,WR,texas aandm,57.0,1.28,72.983,72.983,0.0,1.28,72.983,1.28040350877193,1.0,0.0
Paul Richardson,paul richardson,2014,2013,WR,WR,colorado,80.0,0.816,65.269,64.727,0.541,0.816,65.269,0.8158625,0.9916959046407944,0.0082887741500559
Quincy Enunwa,quincy enunwa,2014,2013,WR,WR,nebraska,43.0,1.094,47.04,48.897,-1.857,1.094,47.04,1.093953488372093,1.0,0.0
Richard Rodgers,richard rodgers,2014,2013,WR,WR,california,47.0,1.036,48.693,46.398,2.295,1.036,48.693,1.0360212765957446,0.9528679687018669,0.0471320312981332
Ryan Grant,ryan grant,2014,2013,WR,WR,tulane,71.0,1.097,77.862,77.862,0.0,1.097,77.862,1.0966478873239436,1.0,0.0
Sammy Watkins,sammy watkins,2014,2013,WR,WR,clemson,98.0,0.694,67.98,70.651,-2.671,0.694,67.98,0.6936734693877551,1.0,0.0
Tajh Boyd,tajh boyd,2014,2013,QB,QB,clemson,481.0,0.262,126.105,105.782,20.323,0.262,126.105,0.2621725571725571,0.8388406486657943,0.1611593513342056
Ted Bolser,ted bolser,2014,2013,TE,TE,indiana,30.0,0.697,20.897,20.897,0.0,0.697,20.897,0.6965666666666667,1.0,0.0
Teddy Bridgewater,teddy bridgewater,2014,2013,QB,QB,louisville,432.0,0.47,203.22,189.808,13.412,0.47,203.22,0.4704166666666666,0.9340025588032672,0.0659974411967326
Tevin Reese,tevin reese,2014,2013,WR,WR,baylor,32.0,1.028,32.888,32.888,0.0,1.028,32.888,1.02775,1.0,0.0
Tre Mason,tre mason,2014,2013,RB,RB,auburn,294.0,0.175,51.557,11.182,40.376,0.175,51.557,0.1753639455782313,0.2168861648272785,0.7831332311810228
