player_name (draft/basic),draft_year (draft/basic),category (draft/basic),draft_team (draft/basic),draft_round (draft/basic),draft_pick (draft/basic),school (shared_basic),has_pre_draft,has_combine_data (combine),forty_yd_dash (combine),vertical_jump (combine),bench_press (combine),broad_jump (combine),three_cone_drill (combine),twenty_yd_shuttle (combine),has_forty_yd_dash (combine),has_vertical_jump (combine),has_bench_press (combine),has_broad_jump (combine),has_three_cone_drill (combine),has_twenty_yd_shuttle (combine),height_in (combine),weight_lb (combine),predraft_total_yards,predraft_total_tds,predraft_total_opportunities,predraft_yards_per_game_unified,predraft_tds_per_game_unified,predraft_opportunities_per_game_unified,predraft_yards_per_opportunity_unified,predraft_tds_per_opportunity_unified,avg_ppa_all (pre_draft),ppa_per_play (pre_draft),career_avg_ppa (pre_draft),career_total_ppa (pre_draft),age (post_draft),to (post_draft),games (post_draft),w_av (post_draft),dr_av (post_draft),car_av_filled (post_draft),allpro (post_draft),probowls (post_draft),hof (post_draft),seasons_started (post_draft),AV_year1 (post_draft),AV_year2 (post_draft),AV_year3 (post_draft),AV_year4 (post_draft),AV_4yr_sum (post_draft),AV_4yr_avg (post_draft),AV_4yr_avg_percentile (post_draft)
Jayron Hosley,2012,DB,nyg,3,94,virginia tech,1,1,4.38,,11,,,,1,0,1,0,0,0,70,178,0,0,0,0,0,0,,,,,,,21,2015,43,8,8,8,0,0,FALSE,0,3,1,1,3,8,2,0.569672131
Jeff Allen,2012,OL,kan,2,44,illinois,1,1,5.17,27.5,26,102,8.01,4.9,1,1,1,1,1,1,76,307,0,0,0,0,0,0,,,,,,,22,2019,84,27,19,31,0,0,FALSE,4,4,7,1,5,17,4.25,0.626488095
Jerel Worthy,2012,DL,gnb,2,51,michigan st.,1,1,5,28.5,,107,7.6,4.56,1,1,0,1,1,1,74,308,0,0,0,0,0,0,,,,,,,22,2018,40,4,3,4,0,0,FALSE,0,3,0,0,0,3,0.75,0.271232877
Jeremy Ebert,2012,WR,nwe,7,235,northwestern,1,0,,,,,,,,,,,,,,,1086,11,80,90.5,0.916666667,6.666666667,13.575,0.1375,,,,,23,2013,5,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Jeremy Lane,2012,DB,sea,6,172,northwestern st. (la),1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,22,2017,70,10,10,11,0,0,FALSE,1,2,1,1,2,6,1.5,0.491120219
Jeris Pendleton,2012,DL,jax,7,228,ashland,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,28,2013,5,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.061643836
Jerome Long,2012,DL,kan,7,218,san diego st.,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,22,2013,3,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.061643836
Jerron McMillian,2012,DB,gnb,4,133,maine,1,1,4.47,36.5,17,120,6.69,4.22,1,1,1,1,1,1,71,203,0,0,0,0,0,0,,,,,,,23,2013,28,2,2,2,0,0,FALSE,0,1,1,0,0,2,0.5,0.243169399
Joe Adams,2012,WR,car,4,104,arkansas,1,1,4.51,36,,123,7.09,,1,1,0,1,1,0,71,179,791,4,64,65.91666667,0.333333333,5.333333333,12.359375,0.0625,,,,,22,2012,9,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Joe Looney,2012,OL,sfo,4,117,wake forest,1,1,5.02,,26,,,,1,0,1,0,0,0,75,309,0,0,0,0,0,0,,,,,,,22,2020,104,21,3,24,0,0,FALSE,2,0,0,3,3,6,1.5,0.414583333
John Hughes,2012,DL,cle,3,87,cincinnati,1,1,5.32,,28,,,,1,0,1,0,0,0,74,309,0,0,0,0,0,0,,,,,,,24,2017,66,10,8,11,0,0,FALSE,0,3,2,2,2,9,2.25,0.567123288
John Potter,2012,K,buf,7,251,western michigan,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,22,2013,9,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.157894737
Johnnie Troutman,2012,OL,sdg,5,149,penn st.,1,1,5.52,27.5,31,,7.96,5,1,1,1,0,1,1,76,325,0,0,0,0,0,0,,,,,,,24,2014,29,14,14,14,0,0,FALSE,2,0,6,8,0,14,3.5,0.614583333
Jonathan Martin,2012,OL,mia,2,42,stanford,1,1,5.27,,,,,,1,0,0,0,0,0,77,312,0,0,0,0,0,0,,,,,,,22,2014,38,14,10,15,0,0,FALSE,2,7,3,5,0,15,3.75,0.592261905
Jonathan Massaquoi,2012,DL,atl,5,164,troy,1,0,4.81,33.5,20,120,7.38,4.53,1,1,1,1,1,1,74,264,0,0,0,0,0,0,,,,,,,24,2014,39,6,6,6,0,0,FALSE,0,1,3,2,0,6,1.5,0.470223325
Jonte Green,2012,DB,det,6,196,new mexico st.,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,2013,24,4,4,4,0,0,FALSE,0,3,1,0,0,4,1,0.369535519
Jordan Bernstine,2012,DB,was,7,217,iowa,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,2012,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.05942623
Jordan White,2012,WR,nyj,7,244,western michigan,1,1,4.63,35,14,119,6.84,4.13,1,1,1,1,1,1,72,208,1938,17,142,149.0769231,1.307692308,10.92307692,13.64788732,0.11971831,,,,,24,2012,3,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Josh Bush,2012,DB,nyj,6,187,wake forest,1,0,,,,,,,,,,,,,,,1,0,1,0.076923077,0,0.076923077,1,0,,,,,23,2015,45,3,2,3,0,0,FALSE,0,1,1,0,1,3,0.75,0.305327869
Josh Chapman,2012,DL,ind,5,136,alabama,1,1,5.02,,,,,,1,0,0,0,0,0,73,316,0,0,0,0,0,0,,,,,,,23,2014,29,7,7,7,0,0,FALSE,1,0,1,6,0,7,1.75,0.285714286
Josh Kaddu,2012,LB,mia,5,155,oregon,1,1,4.67,34,20,119,,,1,1,1,1,0,0,75,239,0,0,0,0,0,0,,,,,,,22,2014,6,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.061099796
Josh LeRibeus,2012,OL,was,3,71,smu,1,1,5.31,26,29,96,7.64,4.65,1,1,1,1,1,1,75,312,0,0,0,0,0,0,,,,,,,23,2018,50,11,8,12,0,0,FALSE,1,1,0,1,6,8,2,0.4875
Josh Norman,2012,DB,car,5,143,coastal carolina,1,1,4.61,33,14,124,7.09,4.23,1,1,1,1,1,1,72,197,0,0,0,0,0,0,,,,,,,24,2022,137,43,22,48,1,1,FALSE,8,5,0,4,15,24,6,0.927595628
Josh Robinson,2012,DB,min,3,66,central florida,1,1,4.29,38.5,17,133,6.55,3.97,1,1,1,1,1,1,70,199,0,0,0,0,0,0,,,,,,,21,2019,93,10,9,11,0,0,FALSE,1,3,3,3,0,9,2.25,0.602459016
Junior Hemingway,2012,WR,kan,7,238,michigan,1,1,4.48,35.5,21,124,6.59,3.98,1,1,1,1,1,1,73,225,699,4,34,58.25,0.333333333,2.833333333,20.55882353,0.117647059,,,,,23,2014,31,2,2,2,0,0,FALSE,0,0,1,1,0,2,0.5,0.363084922
Juron Criner,2012,WR,oak,5,168,arizona,1,1,4.66,38,17,117,7.15,4.3,1,1,1,1,1,1,74,224,956,11,76,86.90909091,1,6.909090909,12.57894737,0.144736842,,,,,22,2013,13,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.280762565
Justin Anderson,2012,OL,ind,7,208,georgia,1,1,5.24,27,32,101,8.04,4.99,1,1,1,1,1,1,76,335,0,0,0,0,0,0,,,,,,,24,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.3125
Justin Bethel,2012,DB,ari,6,177,presbyterian,1,1,4.52,39.5,19,131,6.79,4.3,1,1,1,1,1,1,72,200,0,0,0,0,0,0,,,,,,,22,2022,176,20,16,21,0,3,FALSE,0,1,3,3,5,12,3,0.68510929
Justin Blackmon,2012,WR,jax,1,5,oklahoma st.,1,1,4.46,,14,,,,1,0,1,0,0,0,73,207,1581,18,126,121.6153846,1.384615385,9.692307692,12.54761905,0.142857143,,,,,22,2013,20,9,9,9,0,0,FALSE,1,6,3,0,0,9,2.25,0.628249567
Keenan Robinson,2012,LB,was,4,119,texas,1,1,4.72,35.5,27,120,,,1,1,1,1,0,0,75,242,0,0,0,0,0,0,,,,,,,23,2017,58,17,13,18,0,0,FALSE,2,1,0,7,5,13,3.25,0.650712831
Keith Tandy,2012,DB,tam,6,174,west virginia,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,2018,90,8,8,9,0,0,FALSE,0,1,2,1,1,5,1.25,0.433743169
Kelechi Osemele,2012,OL,bal,2,60,iowa st.,1,1,5.22,26.5,32,104,7.91,4.87,1,1,1,1,1,1,77,333,0,0,0,0,0,0,,,,,,,23,2020,101,47,20,55,1,2,FALSE,6,7,3,8,6,24,6,0.782738095
Kelvin Beachum,2012,OL,pit,7,248,smu,1,1,5.38,28.5,19,101,7.79,4.8,1,1,1,1,1,1,75,303,0,0,0,0,0,0,,,,,,,23,2022,152,53,15,50,0,0,FALSE,9,2,6,8,3,19,4.75,0.665178571
Kendall Reyes,2012,DL,sdg,2,49,connecticut,1,1,4.82,34.5,36,113,7.43,4.53,1,1,1,1,1,1,76,299,0,0,0,0,0,0,,,,,,,22,2016,76,22,22,24,0,0,FALSE,3,3,7,6,7,23,5.75,0.854794521
Kendall Wright,2012,WR,ten,1,20,baylor,1,1,4.49,38.5,,121,6.93,4.18,1,1,0,1,1,1,70,196,1790,15,121,137.6923077,1.153846154,9.307692308,14.79338843,0.123966942,,,,,22,2017,82,28,24,31,0,0,FALSE,3,5,9,5,3,22,5.5,0.845753899
Keshawn Martin,2012,WR,hou,4,121,michigan st.,1,1,4.42,39.5,13,122,6.85,4.13,1,1,1,1,1,1,71,188,936,6,87,66.85714286,0.428571429,6.214285714,10.75862069,0.068965517,,,,,22,2016,58,7,4,7,0,0,FALSE,1,1,2,1,3,7,1.75,0.576256499
Kevin Zeitler,2012,OL,cin,1,27,wisconsin,1,1,5.32,29,32,101,7.77,4.61,1,1,1,1,1,1,76,314,0,0,0,0,0,0,,,,,,,22,2022,167,56,32,62,0,0,FALSE,11,8,6,6,9,29,7.25,0.910416667
Kheeston Randall,2012,DL,mia,7,215,texas,1,1,5,34,28,111,7.49,4.84,1,1,1,1,1,1,77,293,0,0,0,0,0,0,,,,,,,23,2012,12,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.15890411
Kirk Cousins,2012,QB,was,4,102,michigan st.,1,1,4.84,28.5,,109,7.05,4.5,1,1,0,1,1,1,75,214,3277,25,456,234.0714286,1.785714286,32.57142857,7.186403509,0.054824561,,,,,24,2022,142,90,35,83,0,4,FALSE,8,2,-2,4,12,16,4,0.753456221
Korey Toomer,2012,LB,sea,5,154,idaho,1,0,,,,,,,,,,,,,,,27,3,9,2.25,0.25,0.75,3,0.333333333,,,,,23,2018,53,11,,12,0,0,FALSE,0,0,0,1,1,2,0.5,0.240325866
Kyle Wilber,2012,LB,dal,4,113,wake forest,1,1,4.73,33.5,25,117,7.11,4.31,1,1,1,1,1,1,76,249,0,0,0,0,0,0,,,,,,,23,2021,135,13,11,16,0,0,FALSE,1,1,3,2,3,9,2.25,0.568228106
LaMichael James,2012,RB,sfo,2,61,oregon,1,1,4.35,35,15,123,6.88,4.12,1,1,1,1,1,1,68,194,2015,19,264,167.9166667,1.583333333,22,7.632575758,0.071969697,,,,,22,2015,18,2,2,2,0,0,FALSE,0,1,1,0,0,2,0.5,0.274193548
LaVon Brazill,2012,WR,ind,6,206,ohio,1,1,4.43,32.5,11,,,,1,1,1,0,0,0,71,192,1223,12,77,87.35714286,0.857142857,5.5,15.88311688,0.155844156,,,,,23,2013,25,3,3,3,0,0,FALSE,0,1,2,0,0,3,0.75,0.416811092
Ladarius Green,2012,TE,sdg,4,110,louisiana-lafayette,1,1,4.45,34.5,16,124,7.12,4.47,1,1,1,1,1,1,78,238,626,8,52,62.6,0.8,5.2,12.03846154,0.153846154,,,,,22,2016,53,11,9,12,0,0,FALSE,2,0,4,2,3,9,2.25,0.721189591
Lamar Holmes,2012,OL,atl,3,91,southern miss,1,1,5.29,27,22,104,7.74,4.8,1,1,1,1,1,1,77,323,0,0,0,0,0,0,,,,,,,23,2014,21,10,10,10,0,0,FALSE,1,0,8,2,0,10,2.5,0.501488095
Lamar Miller,2012,RB,mia,4,97,miami (fl),1,1,4.34,33,,,,,1,1,0,0,0,0,71,212,1357,10,244,113.0833333,0.833333333,20.33333333,5.56147541,0.040983607,,,,,21,2020,106,42,22,47,0,1,FALSE,6,2,5,11,7,25,6.25,0.841397849
Lavonte David,2012,LB,tam,2,58,nebraska,1,1,4.57,36.5,19,119,7.28,4.22,1,1,1,1,1,1,73,233,6,0,1,0.461538462,0,0.076923077,6,0,,,,,22,2022,166,83,83,92,1,1,FALSE,11,9,15,6,10,40,10,0.969450102
Luke Kuechly,2012,LB,car,1,9,boston col.,1,1,4.58,38,27,123,6.92,4.12,1,1,1,1,1,1,75,242,0,0,0,0,0,0,,,,,,,21,2019,118,91,91,107,5,7,FALSE,8,8,18,15,15,56,14,0.99490835
Malik Jackson,2012,DL,den,5,137,tennessee,1,1,4.85,28,25,105,7.38,4.41,1,1,1,1,1,1,77,284,0,0,0,0,0,0,,,,,,,22,2021,142,45,14,46,0,1,FALSE,5,1,4,3,9,17,4.25,0.782191781
Marcel Jones,2012,OL,nor,7,234,nebraska,1,1,5.57,27.5,13,95,8.03,5.12,1,1,1,1,1,1,78,320,0,0,0,0,0,0,,,,,,,24,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.3125
Mark Asper,2012,OL,buf,6,178,oregon,0,1,5.32,,23,,,,1,0,1,0,0,0,78,319,0,0,0,,,,,,,,,,26,2013,7,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.085416667
Mark Barron,2012,DB,tam,1,7,alabama,1,1,4.54,,,,,,1,0,0,0,0,0,73,213,0,0,0,0,0,0,,,,,,,22,2019,119,58,11,67,0,0,FALSE,7,5,4,8,12,29,7.25,0.959016393
Markelle Martin,2012,DB,ten,6,190,oklahoma st.,1,1,4.47,,19,,,,1,0,1,0,0,0,73,207,0,0,0,0,0,0,,,,,,,22,,,,,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.164617486
Markus Kuhn,2012,DL,nyg,7,239,north carolina st.,1,1,4.87,34.5,28,112,7.43,4.41,1,1,1,1,1,1,77,299,0,0,0,0,0,0,,,,,,,26,2015,39,6,6,6,0,0,FALSE,0,1,0,2,3,6,1.5,0.445205479
Marvin Jones,2012,WR,cin,5,166,california,1,1,4.46,33,22,112,6.81,4.11,1,1,1,1,1,1,74,199,868,3,67,66.76923077,0.230769231,5.153846154,12.95522388,0.044776119,,,,,22,2022,145,53,15,84,0,0,FALSE,8,2,7,0,9,18,4.5,0.782495667
Marvin McNutt,2012,WR,phi,6,194,iowa,0,1,4.48,37,,122,7.15,4.07,1,1,0,1,1,1,75,216,0,0,0,,,,,,,,,,23,2013,5,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Matt Johnson,2012,DB,dal,4,135,east. washington,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.05942623
Matt Kalil,2012,OL,min,1,4,usc,1,1,4.96,27,30,,7.33,4.65,1,1,1,0,1,1,79,306,0,0,0,0,0,0,,,,,,,23,2017,82,34,29,38,0,1,FALSE,5,9,7,7,7,30,7.5,0.883928571
Matt McCants,2012,OL,nyg,6,201,ala-birmingham,1,1,5.4,25.5,17,97,,,1,1,1,1,0,0,78,308,0,0,0,0,0,0,,,,,,,23,2016,30,3,,3,0,0,FALSE,0,0,2,1,0,3,0.75,0.258928571
Melvin Ingram,2012,DL,sdg,1,18,south carolina,1,0,4.69,34.5,28,109,6.83,4.18,1,1,1,1,1,1,73,264,87,1,2,6.692307692,0.076923077,0.153846154,43.5,0.5,,,,,23,2022,145,57,52,60,0,3,FALSE,6,2,1,4,8,15,3.75,0.713399504
Michael Brockers,2012,DL,stl,1,14,lsu,1,1,5.31,26.5,,105,7.46,4.81,1,1,0,1,1,1,77,322,0,0,0,0,0,0,,,,,,,21,2022,160,58,53,65,0,0,FALSE,10,5,7,8,8,28,7,0.919178082
Michael Egnew,2012,TE,mia,3,78,missouri,1,1,4.52,36,21,131,7.03,4.32,1,1,1,1,1,1,77,252,531,3,53,40.84615385,0.230769231,4.076923077,10.01886792,0.056603774,,,,,22,2013,18,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.141263941
Michael Floyd,2012,WR,ari,1,13,notre dame,1,1,4.4,36.5,16,122,,,1,1,1,1,0,0,75,220,1160,10,102,89.23076923,0.769230769,7.846153846,11.37254902,0.098039216,,,,,22,2018,102,28,27,31,0,0,FALSE,3,3,8,6,8,25,6.25,0.880415945
Michael Smith,2012,RB,tam,7,212,utah st.,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,24,2012,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
Mike Adams,2012,OL,pit,2,56,ohio st.,1,1,5.28,28.5,19,100,7.94,4.95,1,1,1,1,1,1,79,323,0,0,0,0,0,0,,,,,,,22,2016,53,11,11,87,0,0,FALSE,1,9,9,13,9,40,10,0.970238095
Mike Daniels,2012,DL,gnb,4,132,iowa,1,1,4.84,,,,,,1,0,0,0,0,0,72,291,0,0,0,0,0,0,,,,,,,23,2021,124,41,36,41,0,1,FALSE,6,2,2,7,9,20,5,0.824657534
Mike Harris,2012,DB,jax,6,176,florida st.,1,1,4.52,36,,117,6.81,4.07,1,1,0,1,1,1,70,188,0,0,0,0,0,0,,,,,,,23,2014,36,6,5,22,0,0,FALSE,0,7,4,4,7,22,5.5,0.890027322
Mike Martin,2012,DL,ten,3,82,michigan,1,1,4.8,33.5,36,113,7.19,4.25,1,1,1,1,1,1,73,306,0,0,0,0,0,0,,,,,,,22,2015,46,6,6,6,0,0,FALSE,0,2,2,2,0,6,1.5,0.445205479
Miles Burris,2012,LB,oak,4,129,san diego st.,1,1,4.67,37.5,31,121,,,1,1,1,1,0,0,74,246,0,0,0,0,0,0,,,,,,,24,2014,38,14,14,14,0,0,FALSE,2,6,1,7,0,14,3.5,0.676171079
Mitchell Schwartz,2012,OL,cle,2,37,california,1,1,5.38,26.5,23,89,7.86,4.87,1,1,1,1,1,1,77,318,0,0,0,0,0,0,,,,,,,23,2020,134,75,18,87,1,0,FALSE,8,7,6,6,6,25,6.25,0.808035714
Mohamed Sanu,2012,WR,cin,3,83,rutgers,1,1,4.62,36,19,126,6.88,4.22,1,1,1,1,1,1,73,211,1213,7,121,93.30769231,0.538461538,9.307692308,10.02479339,0.05785124,,,,,23,2021,136,41,15,46,0,0,FALSE,5,2,4,8,5,19,4.75,0.798093588
Morris Claiborne,2012,DB,dal,1,6,lsu,1,1,4.5,34.5,,118,7.01,4.12,1,1,0,1,1,1,71,188,0,0,0,0,0,0,,,,,,,22,2019,85,25,13,28,0,0,FALSE,5,5,2,1,4,12,3,0.68510929
Mychal Kendricks,2012,LB,phi,2,46,california,1,1,4.44,39.5,24,127,,4.19,1,1,1,1,0,1,71,239,0,0,0,0,0,0,,,,,,,21,2020,104,38,32,44,0,0,FALSE,7,5,9,5,6,25,6.25,0.866598778
Najee Goode,2012,LB,tam,5,140,west virginia,1,1,4.55,35.5,,117,,,1,1,0,1,0,0,72,244,0,0,0,0,0,0,,,,,,,23,2019,90,10,0,11,0,0,FALSE,0,0,2,0,1,3,0.75,0.311608961
Nate Ebner,2012,DB,nwe,6,197,ohio st.,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,2021,133,11,11,12,0,0,FALSE,0,1,1,1,1,4,1,0.369535519
Nate Potter,2012,OL,ari,7,221,boise st.,1,1,5.26,28.5,22,100,7.49,4.67,1,1,1,1,1,1,78,303,0,0,0,0,0,0,,,,,,,24,2013,21,3,3,3,0,0,FALSE,0,2,1,0,0,3,0.75,0.258928571
Nathan Stupar,2012,LB,oak,7,230,penn st.,1,1,4.65,31,21,116,6.84,4.28,1,1,1,1,1,1,74,241,0,0,0,0,0,0,,,,,,,24,2019,82,9,,10,0,0,FALSE,1,0,0,1,3,4,1,0.363543788
Nick Foles,2012,QB,phi,3,88,arizona,1,1,5.14,30.5,,112,,,1,1,0,1,0,0,77,243,4226,28,603,352.1666667,2.333333333,50.25,7.008291874,0.046434494,,,,,23,2022,71,32,24,35,0,1,FALSE,3,4,11,5,3,23,5.75,0.813364055
Nick Mondek,2012,OL,hou,6,195,purdue,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.3125
Nick Perry,2012,DL,gnb,1,28,usc,1,1,4.55,38.5,35,124,7.25,4.66,1,1,1,1,1,1,75,271,0,0,0,0,0,0,,,,,,,22,2018,81,22,22,25,0,0,FALSE,3,2,3,3,2,10,2.5,0.586848635
Nick Toon,2012,WR,nor,4,122,wisconsin,1,1,4.49,37.5,18,,,,1,1,1,0,0,0,74,215,926,10,64,71.23076923,0.769230769,4.923076923,14.46875,0.15625,,,,,23,2015,17,3,3,3,0,0,FALSE,0,0,1,2,0,3,0.75,0.416811092
Nigel Bradham,2012,LB,buf,4,105,florida st.,1,1,4.56,37,24,121,7.18,4.37,1,1,1,1,1,1,74,241,0,0,0,0,0,0,,,,,,,23,2020,116,44,16,51,0,0,FALSE,7,4,2,8,6,20,5,0.785132383
Olivier Vernon,2012,LB,mia,3,72,miami (fl),1,0,4.73,34.5,31,122,7.39,4.5,1,1,1,1,1,1,74,261,0,0,0,0,0,0,,,,,,,21,2020,127,50,20,60,0,1,FALSE,8,2,8,6,7,23,5.75,0.83095723
Omar Bolden,2012,DB,den,4,101,arizona st.,0,1,4.51,,24,,,,1,0,1,0,0,0,70,202,0,0,0,,,,,,,,,,23,2015,56,5,5,5,0,0,FALSE,0,1,1,1,2,5,1.25,0.433743169
Orson Charles,2012,TE,cin,4,116,georgia,1,1,4.73,,35,,,,1,0,1,0,0,0,74,251,574,5,45,41,0.357142857,3.214285714,12.75555556,0.111111111,,,,,21,2018,49,2,1,2,0,0,FALSE,0,1,0,0,0,1,0.25,0.323420074
Peter Konz,2012,OL,atl,2,55,wisconsin,1,1,5.16,,18,,,,1,0,1,0,0,0,77,314,0,0,0,0,0,0,,,,,,,23,2014,39,16,16,17,0,0,FALSE,2,7,8,2,0,17,4.25,0.654205607
Philip Blake,2012,OL,den,4,108,baylor,0,1,5.17,29.5,22,105,7.86,4.65,1,1,1,1,1,1,75,311,0,0,0,,,,,,,,,,26,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.3125
Quinton Coples,2012,DL,nyj,1,16,north carolina,1,1,4.69,31.5,25,109,7.57,4.78,1,1,1,1,1,1,78,284,0,0,0,0,0,0,,,,,,,22,2015,62,17,17,18,0,0,FALSE,2,3,6,7,2,18,4.5,0.765508685
Randy Bullock,2012,K,hou,5,161,texas aandm,1,1,,,,,,,0,0,0,0,0,0,69,205,0,0,0,0,0,0,,,,,,,22,2022,138,19,3,17,0,0,FALSE,1,0,1,3,1,5,1.25,0.394736842
Rhett Ellison,2012,RB,min,4,128,usc,1,0,4.78,31.5,,109,,,1,1,0,1,0,0,77,251,128,2,23,12.8,0.2,2.3,5.565217391,0.086956522,,,,,23,2019,113,9,4,10,0,0,FALSE,4,1,1,2,1,5,1.25,0.427419355
Richard Crawford,2012,DB,was,7,213,smu,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,22,2012,10,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.164617486
Riley Reiff,2012,OL,det,1,23,iowa,1,1,5.16,26.5,23,98,7.87,4.75,1,1,1,1,1,1,78,313,0,0,0,0,0,0,,,,,,,23,2022,163,60,27,65,0,0,FALSE,10,5,8,6,8,27,6.75,0.845238095
Rishard Matthews,2012,WR,mia,7,227,nevada,1,1,4.54,36,20,,6.88,4.19,1,1,1,0,1,1,72,217,1363,8,96,113.5833333,0.666666667,8,14.19791667,0.083333333,,,,,22,2018,87,22,8,24,0,0,FALSE,4,1,3,1,4,9,2.25,0.628249567
Robert Blanton,2012,DB,min,5,139,notre dame,1,1,4.66,34,12,116,6.71,3.97,1,1,1,1,1,1,73,208,0,0,0,0,0,0,,,,,,,23,2017,72,9,9,10,0,0,FALSE,1,1,2,5,1,9,2.25,0.602459016
Robert Griffin,2012,OL,nyj,6,203,baylor,0,0,4.33,39,,120,,,1,1,0,1,0,0,74,223,0,0,0,,,,,,,,,,22,,,,,38,0,0,FALSE,0,18,9,5,0,32,8,1
Robert Griffin III,2012,QB,was,1,2,baylor,1,0,,,,,,,,,,,,,,,5007,47,582,385.1538462,3.615384615,44.76923077,8.603092784,0.080756014,,,,,22,2020,56,36,31,38,0,1,FALSE,3,18,9,5,0,32,8,0.857142857
Robert Turbin,2012,RB,sea,4,106,utah st.,1,1,4.42,36,28,122,7.16,4.31,1,1,1,1,1,1,70,222,1688,23,266,129.8461538,1.769230769,20.46153846,6.345864662,0.086466165,,,,,22,2019,82,16,12,17,0,0,FALSE,0,5,3,4,1,13,3.25,0.663978495
Rokevious Watkins,2012,OL,stl,5,150,south carolina,1,1,5.29,27,,102,7.87,4.9,1,1,0,1,1,1,76,338,0,0,0,0,0,0,,,,,,,23,2013,4,1,0,1,0,0,FALSE,0,0,1,0,0,1,0.25,0.204166667
Ron Brooks,2012,DB,buf,4,124,lsu,1,1,4.37,38,12,120,,,1,1,1,1,0,0,70,190,0,0,0,0,0,0,,,,,,,23,2016,53,6,4,6,0,0,FALSE,0,1,1,1,1,4,1,0.369535519
Ronnell Lewis,2012,LB,det,4,125,oklahoma,1,1,4.65,31,36,112,7.09,4.4,1,1,1,1,1,1,74,253,0,0,0,0,0,0,,,,,,,21,2012,8,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.15885947
Ronnie Hillman,2012,RB,den,3,67,san diego st.,1,1,4.42,37,17,,,,1,1,1,0,0,0,69,200,1981,20,335,152.3846154,1.538461538,25.76923077,5.913432836,0.059701493,,,,,20,2016,56,17,15,18,0,0,FALSE,1,3,3,5,5,16,4,0.72311828
Rueben Randle,2012,WR,nyg,2,63,lsu,1,1,4.55,31,15,121,6.99,4.36,1,1,1,1,1,1,75,210,917,8,53,65.5,0.571428571,3.785714286,17.30188679,0.150943396,,,,,21,2015,64,21,21,22,0,0,FALSE,2,3,4,8,7,22,5.5,0.845753899
Russell Wilson,2012,QB,sea,3,75,wisconsin,1,1,4.53,34,,118,6.97,4.09,1,1,0,1,1,1,71,204,3569,40,391,254.9285714,2.857142857,27.92857143,9.127877238,0.10230179,,,,,23,2022,173,130,125,147,0,9,FALSE,11,16,17,19,19,71,17.75,1
Ryan Broyles,2012,WR,det,2,54,oklahoma,1,1,4.57,,21,,,,1,0,1,0,0,0,70,192,1160,10,84,128.8888889,1.111111111,9.333333333,13.80952381,0.119047619,,,,,24,2014,21,3,3,3,0,0,FALSE,0,2,1,0,0,3,0.75,0.416811092
Ryan Lindley,2012,QB,ari,6,185,san diego st.,1,1,4.86,29.5,,108,7.52,4.45,1,1,0,1,1,1,76,229,3102,23,465,238.6153846,1.769230769,35.76923077,6.670967742,0.049462366,,,,,23,2015,10,-4,-4,-4,0,0,FALSE,0,-5,0,1,0,-4,-1,0.004608295
